propertyid,uprn,address,estateid,estatename,blockid,blockname,coreid,corename,propertytype,bedrooms,num_floors,is_higher_risk,buildingregistrationdate,accountableperson,buildingsafetymanager,safetycasereportdate,laststructuralinspectiondate,lastfireriskassessmentdate,firesafety_certificate_date,gas_safety_certificate_date,enforcementnotices,golden_thread,compliance_status,property_age_years,epc_rating,gas_safety_certified,electrical_safety_certified,asbestos_present,asbestos_high_risk,is_void,ownership_type
250,357986802853,"9 Ladbroke Grove, London",,Orphan Estate,21.0,Block 21,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,True,False,General Needs Rent
251,726848188124,"93 Westbourne Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,34.0,C,True,True,False,False,False,General Needs Rent
252,507802091871,"174 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
253,501705971417,"147 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,False,False,General Needs Rent
254,907565148591,"64 Portobello Road, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
255,951527846849,"144 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
256,861435754729,"55 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,Block of Flats,4,4.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
257,180972272366,"32 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,General Needs Rent
258,480825472103,"23 Notting Hill Gate, London",,Orphan Estate,21.0,Block 21,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
259,880446277380,"77 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,Block of Flats,2,6.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,True,False,False,General Needs Rent
260,968446597902,"131 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Shared Ownership
261,729444729179,"7 Notting Hill Gate, London",,Orphan Estate,22.0,Block 22,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
262,439584802361,"157 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,G,True,True,False,False,True,General Needs Rent
263,549980135389,"135 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,House,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,False,False,General Needs Rent
264,180068234568,"33 Notting Hill Gate, London",,Orphan Estate,22.0,Block 22,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
265,746992988388,"33 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,True,False,False,Leasehold
266,667468951032,"111 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
267,881403749000,"42 Notting Hill Gate, London",,Orphan Estate,20.0,Block 20,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
268,796627812257,"21 Notting Hill Gate, London",,Orphan Estate,21.0,Block 21,,,Block of Flats,3,3.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
269,686754501625,"161 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
270,285345853061,"152 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
271,186021209147,"145 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
272,730359289027,"167 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
273,805618766834,"128 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Block of Flats,4,4.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,Leasehold
274,599493675091,"176 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,General Needs Rent
275,630066059214,"41 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Leasehold
276,450977696076,"156 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Leasehold
277,506993957088,"103 Ladbroke Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,34.0,E,True,True,False,False,True,Leasehold
278,235147470601,"82 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,False,False,False,False,General Needs Rent
279,418044927983,"37 Portobello Road, London",,Orphan Estate,18.0,Block 18,,,Block of Flats,4,4.0,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,General Needs Rent
280,735370624829,"41 Notting Hill Gate, London",,Orphan Estate,20.0,Block 20,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,Leasehold
281,613311834571,"196 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,True,False,True,General Needs Rent
282,655739743515,"128 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
283,153055280441,"56 Pembridge Road, London",,Orphan Estate,18.0,Block 18,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,Shared Ownership
284,689637799519,"153 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Shared Ownership
285,391552927358,"111 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
286,157555059831,"94 Portobello Road, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,General Needs Rent
287,178548946195,"93 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
288,787147912287,"196 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,House,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Leasehold
289,509713696703,"33 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,False,False,Shared Ownership
290,257861373383,"143 Notting Hill Gate, London",,Orphan Estate,18.0,Block 18,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,General Needs Rent
291,138849282100,"129 Portobello Road, London",,Orphan Estate,18.0,Block 18,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,34.0,B,True,True,True,False,False,General Needs Rent
292,265171508177,"122 Pembridge Road, London",,Orphan Estate,20.0,Block 20,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,Shared Ownership
293,277461735201,"84 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
294,686304757644,"152 Notting Hill Gate, London",,Orphan Estate,18.0,Block 18,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,General Needs Rent
295,462359337607,"122 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,True,False,Temporary Accommodation
296,794444859626,"150 Notting Hill Gate, London",,Orphan Estate,18.0,Block 18,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,True,True,False,General Needs Rent
297,351589024007,"68 Pembridge Road, London",,Orphan Estate,20.0,Block 20,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
298,892975625286,"44 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,True,False,General Needs Rent
299,727200819527,"38 Ladbroke Grove, London",,Orphan Estate,21.0,Block 21,,,Block of Flats,1,4.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,True,True,False,General Needs Rent
300,560908799623,"5 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,False,False,Leasehold
301,773343378855,"106 Pembridge Road, London",,Orphan Estate,21.0,Block 21,,,Block of Flats,1,3.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,General Needs Rent
302,458891275909,"133 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,Block of Flats,4,9.0,True,2017-01-21 08:40:37.376114,John Smith 302,Sarah Johnson 302,2018-04-28 08:40:37.376114,2019-08-15 08:40:37.376114,2020-01-27 08:40:37.376114,2020-04-15 08:40:37.376114,2017-05-02 08:40:37.376114,None,Complete,Compliant,35.0,D,True,False,False,False,False,Temporary Accommodation
303,330660793161,"77 Notting Hill Gate, London",,Orphan Estate,20.0,Block 20,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
304,715678421562,"82 Westbourne Grove, London",,Orphan Estate,22.0,Block 22,,,Block of Flats,3,5.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
305,699906524574,"32 Pembridge Road, London",,Orphan Estate,18.0,Block 18,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,34.0,E,True,True,False,False,False,General Needs Rent
306,144197157631,"89 Ladbroke Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,34.0,G,True,True,False,False,False,General Needs Rent
307,381990252760,"89 Westbourne Grove, London",,Orphan Estate,18.0,Block 18,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,General Needs Rent
308,866918027702,"52 Pembridge Road, London",,Orphan Estate,18.0,Block 18,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,34.0,C,True,True,True,False,False,General Needs Rent
309,367315681022,"158 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,True,False,General Needs Rent
310,207599629988,"164 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,False,False,General Needs Rent
311,275789144602,"26 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,False,True,False,False,False,Leasehold
312,453421026328,"123 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
313,729866826929,"197 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,Leasehold
314,142604507117,"45 Westbourne Grove, London",,Orphan Estate,18.0,Block 18,,,Block of Flats,4,8.0,True,2018-03-23 08:40:37.378009,John Smith 314,Sarah Johnson 314,2018-07-10 08:40:37.378009,2019-06-13 08:40:37.378009,2019-12-31 08:40:37.378009,2020-06-17 08:40:37.378009,2018-05-26 08:40:37.378009,Notice 1,Complete,Compliant,34.0,G,True,True,True,False,False,General Needs Rent
315,223732913451,"70 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,False,False,General Needs Rent
316,304949818591,"166 Notting Hill Gate, London",,Orphan Estate,20.0,Block 20,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
317,931825218965,"76 Pembridge Road, London",,Orphan Estate,20.0,Block 20,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
318,195897714803,"110 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,True,General Needs Rent
319,454237968022,"48 Ladbroke Grove, London",,Orphan Estate,21.0,Block 21,,,Block of Flats,1,5.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,True,Leasehold
320,926552435289,"99 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Leasehold
321,730169982027,"78 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
322,830411262281,"178 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,False,False,General Needs Rent
323,652702477657,"41 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,Block of Flats,3,2.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Leasehold
324,775888454502,"164 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
325,922292872033,"123 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Block of Flats,3,7.0,True,2017-04-21 08:40:37.379711,John Smith 325,Sarah Johnson 325,2018-03-10 08:40:37.379711,2019-03-23 08:40:37.379711,2019-06-02 08:40:37.379711,2019-11-14 08:40:37.379711,2017-06-09 08:40:37.379711,None,Complete,Compliant,35.0,F,True,False,False,False,False,Leasehold
326,657928656291,"16 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,Leasehold
327,674900639822,"43 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,True,False,False,Leasehold
328,200883747961,"184 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
329,663207412387,"15 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
330,987652778287,"144 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,True,General Needs Rent
331,103506639908,"102 Notting Hill Gate, London",,Orphan Estate,18.0,Block 18,,,House,1,,False,,,,,,,,,,Not Required,Not Applicable,34.0,C,True,True,False,False,False,General Needs Rent
332,870278886192,"12 Westbourne Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,Leasehold
333,413668912860,"18 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,General Needs Rent
334,520440076410,"197 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,False,False,False,False,General Needs Rent
335,248345165064,"97 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,False,False,False,False,Shared Ownership
336,692674763992,"31 Ladbroke Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,34.0,B,True,True,False,False,False,Leasehold
337,103585531525,"187 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,False,False,Shared Ownership
338,685937168273,"119 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,True,Leasehold
339,268990469296,"64 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
340,944454665058,"9 Westbourne Grove, London",,Orphan Estate,18.0,Block 18,,,Block of Flats,1,4.0,False,,,,,,,,,,Not Required,Not Applicable,34.0,C,True,True,False,False,False,General Needs Rent
341,753268377067,"53 Portobello Road, London",,Orphan Estate,20.0,Block 20,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Shared Ownership
342,582764053664,"63 Portobello Road, London",,Orphan Estate,20.0,Block 20,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
343,650357691607,"194 Portobello Road, London",,Orphan Estate,19.0,Block 19,,,Block of Flats,2,10.0,True,2019-01-26 08:40:37.382504,John Smith 343,Sarah Johnson 343,2021-10-19 08:40:37.382504,2022-10-22 08:40:37.382504,2023-06-20 08:40:37.382504,2023-08-04 08:40:37.382504,2019-04-10 08:40:37.382504,Notice 1,Complete,Compliant,35.0,C,True,True,False,False,False,General Needs Rent
344,837202429065,"143 Westbourne Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,False,True,False,False,False,General Needs Rent
345,264962217070,"179 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
346,364026752906,"194 Pembridge Road, London",,Orphan Estate,21.0,Block 21,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Leasehold
347,610266923198,"182 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Block of Flats,4,7.0,True,2021-09-02 08:40:37.383192,John Smith 347,Sarah Johnson 347,2022-03-01 08:40:37.383192,2023-06-07 08:40:37.383192,2023-10-12 08:40:37.383192,,2021-10-12 08:40:37.383192,None,Complete,Non-compliant,35.0,D,True,True,True,False,False,General Needs Rent
348,837550274915,"195 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,False,True,True,False,False,General Needs Rent
349,116789002083,"54 Notting Hill Gate, London",,Orphan Estate,22.0,Block 22,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,False,False,False,False,General Needs Rent
350,627225835972,"190 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,Block of Flats,2,7.0,True,2019-04-30 08:40:37.383663,John Smith 350,Sarah Johnson 350,2021-06-02 08:40:37.383663,2021-11-12 08:40:37.383663,2022-08-23 08:40:37.383663,2023-01-20 08:40:37.383663,2019-08-19 08:40:37.383663,Notice 1,Complete,Compliant,35.0,D,True,True,False,False,False,General Needs Rent
351,718671636967,"81 Westbourne Grove, London",,Orphan Estate,18.0,Block 18,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,General Needs Rent
352,738163557720,"5 Notting Hill Gate, London",,Orphan Estate,22.0,Block 22,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
353,350524863789,"40 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Shared Ownership
354,472308581268,"128 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
355,286662839208,"186 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
356,700094177194,"44 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
357,837952673289,"135 Portobello Road, London",,Orphan Estate,19.0,Block 19,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,False,False,False,False,General Needs Rent
358,795108436649,"106 Ladbroke Grove, London",,Orphan Estate,21.0,Block 21,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,True,General Needs Rent
359,600388312673,"3 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,True,Leasehold
360,104362534724,"169 Westbourne Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
361,892547813921,"4 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,False,False,False,False,Leasehold
362,867996662339,"5 Pembridge Road, London",,Orphan Estate,21.0,Block 21,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
363,265460975402,"28 Portobello Road, London",,Orphan Estate,18.0,Block 18,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,True,False,False,General Needs Rent
364,537205922440,"91 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
365,347807743042,"118 Pembridge Road, London",,Orphan Estate,21.0,Block 21,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,Shared Ownership
366,542783213089,"168 Portobello Road, London",,Orphan Estate,18.0,Block 18,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,General Needs Rent
367,287702290673,"15 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,G,True,True,True,True,False,General Needs Rent
368,349290861585,"166 Notting Hill Gate, London",,Orphan Estate,20.0,Block 20,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,False,True,False,False,General Needs Rent
369,185573612460,"70 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,False,False,General Needs Rent
370,137186296056,"140 Pembridge Road, London",,Orphan Estate,18.0,Block 18,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,34.0,C,True,True,False,False,False,General Needs Rent
371,257140123551,"5 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,False,False,False,False,General Needs Rent
372,719173009122,"20 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,General Needs Rent
373,522331563827,"174 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
374,918194675138,"177 Portobello Road, London",,Orphan Estate,19.0,Block 19,,,Block of Flats,1,2.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
