propertyid,uprn,address,estateid,estatename,blockid,blockname,coreid,corename,propertytype,bedrooms,num_floors,is_higher_risk,buildingregistrationdate,accountableperson,buildingsafetymanager,safetycasereportdate,laststructuralinspectiondate,lastfireriskassessmentdate,firesafety_certificate_date,gas_safety_certificate_date,enforcementnotices,golden_thread,compliance_status,property_age_years,epc_rating,gas_safety_certified,electrical_safety_certified,asbestos_present,asbestos_high_risk,is_void,ownership_type
375,185206458852,"112 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Leasehold
376,795911943199,"199 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Leasehold
377,707118586200,"126 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Block of Flats,4,3.0,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,Leasehold
378,519449391948,"175 Pembridge Road, London",,Orphan Estate,20.0,Block 20,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,General Needs Rent
379,392410126704,"64 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
380,496497113885,"190 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
381,934769489293,"79 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
382,591477314669,"23 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
383,486931966626,"27 Portobello Road, London",,Orphan Estate,18.0,Block 18,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,False,False,False,False,General Needs Rent
384,552225040924,"99 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,General Needs Rent
385,370489193682,"186 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,False,False,General Needs Rent
386,251051859836,"176 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,Shared Ownership
387,280660356787,"127 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,False,False,General Needs Rent
388,184965906196,"77 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
389,776860244526,"185 Westbourne Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,34.0,E,True,False,False,False,False,General Needs Rent
390,466771704281,"35 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
391,573884083684,"85 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,G,True,True,True,False,False,General Needs Rent
392,322029589779,"77 Notting Hill Gate, London",,Orphan Estate,18.0,Block 18,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,Shared Ownership
393,908705611934,"102 Notting Hill Gate, London",,Orphan Estate,19.0,Block 19,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Shared Ownership
394,513716531159,"148 Ladbroke Grove, London",,Orphan Estate,21.0,Block 21,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,General Needs Rent
395,722478488545,"94 Portobello Road, London",,Orphan Estate,21.0,Block 21,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Shared Ownership
396,609929498554,"175 Pembridge Road, London",,Orphan Estate,18.0,Block 18,,,Block of Flats,2,8.0,True,2017-10-05 08:40:37.390985,John Smith 396,Sarah Johnson 396,2019-03-07 08:40:37.390985,2019-06-16 08:40:37.390985,2019-11-16 08:40:37.390985,2020-01-24 08:40:37.390985,2018-02-08 08:40:37.390985,,Complete,Non-compliant,34.0,F,True,True,False,False,False,Temporary Accommodation
397,540587383200,"154 Westbourne Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,Leasehold
398,870343313387,"140 Portobello Road, London",,Orphan Estate,19.0,Block 19,,,House,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,True,True,False,Leasehold
399,832968817887,"28 Ladbroke Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,34.0,E,True,True,False,False,False,General Needs Rent
400,928786143023,"145 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,True,General Needs Rent
401,383891353475,"28 Portobello Road, London",,Orphan Estate,20.0,Block 20,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
402,608486049382,"115 Notting Hill Gate, London",,Orphan Estate,22.0,Block 22,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,True,True,False,General Needs Rent
403,213742635729,"89 Portobello Road, London",,Orphan Estate,18.0,Block 18,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,True,Temporary Accommodation
404,440798476551,"30 Ladbroke Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,34.0,E,True,True,True,False,False,General Needs Rent
405,621186981193,"134 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Leasehold
406,148534264683,"82 Portobello Road, London",,Orphan Estate,19.0,Block 19,,,House,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,Leasehold
407,218747126613,"6 Notting Hill Gate, London",,Orphan Estate,20.0,Block 20,,,House,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Shared Ownership
408,291194737973,"190 Ladbroke Grove, London",,Orphan Estate,21.0,Block 21,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,B,True,True,False,False,False,Temporary Accommodation
409,610922706541,"144 Westbourne Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,General Needs Rent
410,800880194987,"162 Ladbroke Grove, London",,Orphan Estate,22.0,Block 22,,,House,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,True,False,False,General Needs Rent
411,318541239164,"8 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
412,334955050419,"100 Portobello Road, London",,Orphan Estate,22.0,Block 22,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,True,General Needs Rent
413,304169383658,"148 Portobello Road, London",,Orphan Estate,20.0,Block 20,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,F,True,True,False,False,False,General Needs Rent
414,835566206848,"118 Portobello Road, London",,Orphan Estate,18.0,Block 18,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,34.0,D,True,True,False,False,False,General Needs Rent
415,532122279285,"153 Westbourne Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,Leasehold
416,291630113537,"91 Westbourne Grove, London",,Orphan Estate,21.0,Block 21,,,House,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,False,False,False,False,General Needs Rent
417,839098381853,"158 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
418,298070787352,"62 Notting Hill Gate, London",,Orphan Estate,21.0,Block 21,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,General Needs Rent
419,754631352267,"131 Westbourne Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
420,797874934613,"109 Ladbroke Grove, London",,Orphan Estate,20.0,Block 20,,,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,False,False,False,False,General Needs Rent
421,415635609113,"143 Ladbroke Grove, London",,Orphan Estate,19.0,Block 19,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,False,False,False,Leasehold
422,632617105267,"116 Pembridge Road, London",,Orphan Estate,22.0,Block 22,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,E,True,True,True,True,False,General Needs Rent
423,643970792573,"144 Pembridge Road, London",,Orphan Estate,19.0,Block 19,,,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,35.0,C,True,True,False,False,False,Leasehold
424,282487574878,"107 Westbourne Grove, London",,Orphan Estate,22.0,Block 22,,,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,35.0,D,True,True,False,False,False,General Needs Rent
425,135614254976,"195 Ladbroke Grove, London",,Orphan Estate,18.0,Block 18,,,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,34.0,B,True,False,False,False,False,Leasehold
426,918473236457,"44 Westbourne Grove, London",,Orphan Estate,,Orphan Block,39.0,Core 39,House,4,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,False,True,False,False,General Needs Rent
427,727551462751,"141 Pembridge Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
428,893538175339,"139 Portobello Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,F,True,False,False,False,False,General Needs Rent
429,927441219419,"109 Portobello Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,Shared Ownership
430,197997103103,"116 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,True,False,False,General Needs Rent
431,989959650135,"199 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,General Needs Rent
432,570869164423,"182 Pembridge Road, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,E,True,True,False,False,False,Temporary Accommodation
433,167883850039,"53 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,35.0,Core 35,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,D,False,True,False,False,False,Leasehold
434,452910493548,"153 Pembridge Road, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Block of Flats,3,5.0,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,General Needs Rent
435,846895479712,"147 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,36.0,Core 36,House,2,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,Leasehold
436,168370591034,"193 Westbourne Grove, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Block of Flats,2,3.0,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
437,455242735878,"64 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,4,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,General Needs Rent
438,793969758420,"126 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,E,True,True,False,False,False,General Needs Rent
439,796109041872,"97 Westbourne Grove, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,1,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,Shared Ownership
440,408163054733,"104 Pembridge Road, London",,Orphan Estate,,Orphan Block,35.0,Core 35,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,True,True,True,Shared Ownership
441,737060856551,"117 Westbourne Grove, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,False,True,False,False,General Needs Rent
442,832871059709,"188 Westbourne Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,House,1,,False,,,,,,,,,,Not Required,Not Applicable,,G,True,True,False,False,False,General Needs Rent
443,642075774411,"137 Westbourne Grove, London",,Orphan Estate,,Orphan Block,35.0,Core 35,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
444,244216126870,"87 Pembridge Road, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,Temporary Accommodation
445,207571505778,"88 Portobello Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,4,,False,,,,,,,,,,Not Required,Not Applicable,,E,True,True,False,False,False,Temporary Accommodation
446,581714871195,"5 Portobello Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,F,True,True,False,False,False,General Needs Rent
447,816753366914,"52 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,G,True,True,False,False,False,Leasehold
448,191269726979,"24 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,35.0,Core 35,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,E,True,True,True,True,False,Leasehold
449,437694399000,"14 Westbourne Grove, London",,Orphan Estate,,Orphan Block,35.0,Core 35,House,2,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,False,False,False,False,General Needs Rent
450,206101575193,"110 Portobello Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,General Needs Rent
451,347362969914,"20 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,E,True,True,True,False,False,General Needs Rent
452,476649721582,"3 Portobello Road, London",,Orphan Estate,,Orphan Block,36.0,Core 36,House,4,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
453,179361118255,"178 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
454,444040630909,"188 Portobello Road, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,F,True,True,False,False,False,General Needs Rent
455,996675185035,"36 Westbourne Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,House,2,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,Shared Ownership
456,680114410575,"165 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,35.0,Core 35,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,False,False,False,False,General Needs Rent
457,335031055932,"113 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,2,,False,,,,,,,,,,Not Required,Not Applicable,,B,True,True,False,False,False,General Needs Rent
458,588280083708,"106 Pembridge Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,1,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
459,236375715642,"26 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,B,True,True,False,False,False,General Needs Rent
460,968934176751,"90 Westbourne Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,General Needs Rent
461,706656257986,"166 Portobello Road, London",,Orphan Estate,,Orphan Block,36.0,Core 36,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,True,False,False,General Needs Rent
462,324633873429,"200 Portobello Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
463,809938947274,"192 Westbourne Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,E,True,True,False,False,False,General Needs Rent
464,362477235394,"127 Westbourne Grove, London",,Orphan Estate,,Orphan Block,35.0,Core 35,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
465,499375619431,"136 Portobello Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Block of Flats,2,7.0,True,2019-03-27 08:40:37.403095,John Smith 465,Sarah Johnson 465,2020-10-29 08:40:37.403095,2021-12-27 08:40:37.403095,,,2019-04-29 08:40:37.403095,None,Complete,Non-compliant,,G,True,False,False,False,False,General Needs Rent
466,415708488576,"16 Westbourne Grove, London",,Orphan Estate,,Orphan Block,35.0,Core 35,House,4,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,Leasehold
467,800433694008,"109 Westbourne Grove, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,False,True,False,False,General Needs Rent
468,187230385877,"72 Portobello Road, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,F,True,True,False,False,False,General Needs Rent
469,530900111440,"40 Pembridge Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,Leasehold
470,365628557943,"80 Westbourne Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,G,True,True,True,False,False,General Needs Rent
471,771962115421,"112 Portobello Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,B,True,True,True,True,False,General Needs Rent
472,113397905703,"171 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,37.0,Core 37,House,1,,False,,,,,,,,,,Not Required,Not Applicable,,G,True,True,False,False,False,Leasehold
473,482050295460,"42 Westbourne Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,B,True,True,False,False,False,General Needs Rent
474,920883916351,"43 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,F,True,True,False,False,False,General Needs Rent
475,465198304316,"188 Portobello Road, London",,Orphan Estate,,Orphan Block,35.0,Core 35,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,Leasehold
476,882813408006,"135 Portobello Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Block of Flats,1,8.0,True,2020-05-27 08:40:37.404909,,Sarah Johnson 476,2021-02-12 08:40:37.404909,2021-05-05 08:40:37.404909,2021-08-02 08:40:37.404909,2022-01-09 08:40:37.404909,,None,Complete,Non-compliant,,G,True,True,False,False,True,Leasehold
477,501458172019,"63 Portobello Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,Temporary Accommodation
478,982842831851,"46 Portobello Road, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Block of Flats,4,4.0,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,True,General Needs Rent
479,450985964040,"83 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,G,True,True,False,False,False,General Needs Rent
480,650268636982,"147 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,1,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
481,670390288563,"46 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Block of Flats,4,2.0,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,True,False,False,General Needs Rent
482,457816722354,"120 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
483,418689455961,"3 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
484,607848031261,"190 Pembridge Road, London",,Orphan Estate,,Orphan Block,35.0,Core 35,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,Shared Ownership
485,935571109496,"198 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,37.0,Core 37,House,2,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,True,False,False,General Needs Rent
486,353505764245,"2 Westbourne Grove, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,F,True,True,True,False,False,General Needs Rent
487,824814081630,"86 Portobello Road, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Flat,3,,False,,,,,,,,,,Not Required,Not Applicable,,B,True,True,False,False,False,General Needs Rent
488,560584422688,"27 Ladbroke Grove, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Flat,1,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,General Needs Rent
489,147644186640,"37 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Block of Flats,4,6.0,False,,,,,,,,,,Not Required,Not Applicable,,F,True,True,False,False,False,General Needs Rent
490,205573605970,"118 Portobello Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,F,True,True,False,False,False,General Needs Rent
491,166863280923,"20 Pembridge Road, London",,Orphan Estate,,Orphan Block,37.0,Core 37,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
492,532936211675,"61 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,35.0,Core 35,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,True,True,False,General Needs Rent
493,354571112052,"82 Westbourne Grove, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,Shared Ownership
494,267971759299,"35 Pembridge Road, London",,Orphan Estate,,Orphan Block,36.0,Core 36,Flat,4,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,True,False,False,Shared Ownership
495,230594976994,"120 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,38.0,Core 38,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,General Needs Rent
496,389752867299,"116 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,35.0,Core 35,House,1,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,False,False,False,General Needs Rent
497,876643417060,"41 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,39.0,Core 39,House,1,,False,,,,,,,,,,Not Required,Not Applicable,,D,True,True,False,False,False,Shared Ownership
498,199421293684,"56 Notting Hill Gate, London",,Orphan Estate,,Orphan Block,38.0,Core 38,House,3,,False,,,,,,,,,,Not Required,Not Applicable,,C,True,True,True,False,False,Shared Ownership
499,843239583508,"102 Pembridge Road, London",,Orphan Estate,,Orphan Block,39.0,Core 39,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,G,False,True,True,False,False,General Needs Rent
500,597591723702,"8 Westbourne Grove, London",,Orphan Estate,,Orphan Block,35.0,Core 35,Flat,2,,False,,,,,,,,,,Not Required,Not Applicable,,G,True,True,False,False,False,Leasehold
